Link,Summary
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/ms-himani-nautiyal,"Ms. Himani Nautiyal is an Assistant Professor at the School of Health Sciences and Technology, UPES, with 7.5 years of experience in Pharmaceutical Sciences. Ms. Nautiyal completed M. Pharm. (Pharmacology) from Uttarakhand Technical University and is pursuing a PhD at UPES. Research interests include Molecular Pharmacology and Polycystic Ovarian Syndrome. Ms. Nautiyal has published research articles, presented at conferences, and has experience advising B. Pharm. and M. Pharm. students. Her teaching approach promotes critical thinking and simplifies complex concepts in Pharmacy. Ms. Nautiyal can be contacted at himani.nautiyal@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-law/gaurav-mittal,"Gaurav Mittal is an Assistant Professor at the School of Law, UPES, specializing in family law, constitutional law, and criminal law. Gaurav Mittal completed B.Com. (Hons.) from Delhi University, LL.B., and LL.M. from the Faculty of Law, University of Delhi, and is pursuing a Ph.D. at UPES. With academic experience at ICFAI University since 2014, Gaurav Mittal teaches Contract Law and Family Law and employs innovative teaching methods. Gaurav Mittal has published multiple articles in reputed law journals and received awards for academic excellence, including the Hiralal Daga Memorial Medal. Contact Gaurav Mittal via email at gaurav.mittal@ddn.upes.ac.in."
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/electrical-engineering,"The B.Tech in Electrical Engineering program at UPES School of Advanced Engineering offers a modern curriculum that blends essential electrical engineering principles with advanced technologies. It covers topics like power systems, control systems, and digital electronics while emphasizing practical skills through hands-on projects, internships, and collaborations with industry. Specializations include E-vehicles, AI/ML applications, and Nanoelectronics, preparing graduates for diverse careers in electrical industries. The program boasts a 100% placement rate, with an average salary of 5.1 LPA. Eligibility requires 50% in Class X and XII, focusing on PCM. Admission is based on UPESEAT, JEE, or merit."
https://www.upes.ac.in/advisory-board/sanjay-mitra,"Sanjay Mitra is a Professor of Practice at the School of Public Policy, IIT Delhi, with extensive experience in various crucial governmental roles, including Chief Secretary and Defence Secretary. Sanjay Mitra holds degrees in Physics from Delhi and Economics from Himachal University, along with an MPA from Harvard University. Sanjay Mitra retired in 2019 and currently serves on multiple boards, including the Supreme Court Committee on Road Safety and L&T Independent Company. Sanjay Mitra is also a Visiting Faculty at IIM Kolkata and a Board Member at The Neotia University, Kolkata."
https://www.upes.ac.in/student-achievements/tusitta-rai,"Tusitta Rai, a B.Tech CSE student from UPES's 2022-26 batch, showcased remarkable dedication by participating in the 65th National Shooting Championship Competitions. Tusitta competed in multiple 10M Pistol events, including the ISSF National and Civilian Championships for Women and Junior Women. Inspired by her father, Tusitta balances her intense shooting passion with the rigorous demands of Computer Science Engineering, emphasizing the importance of time management and discipline. Tusitta believes in maintaining a harmonious balance between academic responsibilities and personal passions to achieve success in both areas."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/electrical/dr-rahul-singhal,"Dr. Rahul Singhal is an Assistant Professor at the School of Advanced Engineering, UPES. Dr. Rahul Singhal completed a B.Tech in Electrical Engineering from GB Pant University, an M.Tech in Electronics and Communication Engineering from IIIT Delhi, and a Ph.D. in Electrical Engineering from MNIT Jaipur, where Dr. Rahul Singhal received a full-time fellowship. Dr. Rahul Singhal's research interests include control systems, robotics, and model predictive control. Dr. Rahul Singhal has published over 15 articles and reviewed more than 20 for international journals. Dr. Rahul Singhal promotes critical thinking and open dialogue in teaching. Contact Dr. Rahul Singhal at rahul.singhal@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/dr-manisha-malik,"Dr. Manisha Malik is an Assistant Professor at the School of Advanced Engineering, UPES, with a Ph.D. from IIT Roorkee, specializing in optimization and operations research. Dr. Malik teaches Advanced Engineering Mathematics, Optimization Techniques, and Operations Research, focusing on real-world applications of mathematical concepts. Recognized with the ""Dr. Sushil Sharma Excellence in Doctoral Research Award"" in 2023 and various travel grants, Dr. Malik contributes significantly to scholarly activities, including research on fuzzy multi-objective programming and multi-criteria decision-making problems. Dr. Malik's teaching philosophy emphasizes active engagement and fostering a passion for mathematics among students."
https://www.upes.ac.in/iqac/naac-outcome,"The National Assessment and Accreditation Council (NAAC) Outcome for University of Petroleum and Energy Studies (UPES) details the accreditation process over two cycles. During the first cycle, the NAAC peer team visited from November 10-15, 2008, granting UPES a Grade B and CGPA of 2.72. The second assessment on September 4-7, 2013, resulted in a CGPA of 2.79. The second cycle's accreditation took place from February 25-27, 2021, awarding UPES a Grade A with a CGPA of 3.02, valid from March 1, 2021, to February 28, 2026."
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/civil-engineering,"The B.Tech Civil Engineering program at the University of Petroleum and Energy Studies (UPES) offers a four-year curriculum with specializations in Transportation Engineering, Environmental Engineering, and Construction Management. The program emphasizes practical skills and industry relevance, featuring collaborations with firms like L&T and membership in the American Society of Civil Engineers (ASCE). Graduates achieve a 90% placement rate, with diverse career opportunities in construction, consulting, and government sectors. The curriculum integrates advanced technologies and includes research opportunities at national and international institutes. Admission requires 50% marks in high school with specific criteria based on entrance exams."
https://www.upes.ac.in/student-achievement/siddhi-deshpande-bhasha-maheshwari-shruti-bamb,"Siddhi Deshpande, Bhasha Maheshwari, and Shruti Bamb, students specializing in Industrial Product Design at UPES, received a Special Mention Award in Product Design at the MIT-WPU National Design Award 2022 for their innovative project, Vendo. Vendo is a unique menstrual hygiene product designed as a combination of a sanitary napkin vending machine and an incinerator. This eco-friendly solution provides easy disposal of used napkins and ensures the availability of sanitary napkins for a nominal fee of INR 5, addressing hygiene management in public restrooms sustainably and accessibly."
https://www.upes.ac.in/faculty/school-of-law/shubham-joshi,"Shubham Joshi is an Assistant Professor at the School of Law, UPES, holding a Gold Medal from the National Law School of India University, Bengaluru. Shubham Joshi has an integrated LLM and MBA from Germany, graduating in the top 1% with a best master’s thesis award. With six years of experience as a litigation and transactional lawyer across India and Europe, Shubham Joshi specializes in conflict management, commercial laws, and legal innovation. Shubham Joshi employs a practical, engagement-focused teaching philosophy and mentors students in moot courts and ADR competitions. Shubham Joshi's research interests include dispute resolution, ESG, and digital transformations in law."
https://www.upes.ac.in/student-achievements/rititka-bisht,"Ritika Bisht, a standout student in the MBA Strategy and Consulting (KPMG) Program at the University of Petroleum and Energy Studies (UPES), achieved a significant placement at KPMG, being recognized as the valedictorian of her batch. Ritika Bisht's accomplishments reflect her dedication and academic excellence, showcasing the effectiveness of the MBA program in partnership with KPMG. Additionally, Ritika Bisht balances her professional life with a passion for volleyball, which contributes to her well-rounded character."
https://www.upes.ac.in/faculty-achievements/avimesh-sharma,"Avimesh Sharma received the Dr. Sarvepalli Radhakrishna’s Teacher Honor Award on March 21, 2023, recognizing Avimesh Sharma as the best teacher in Art & Design for the year 2023. This prestigious accolade, awarded by Monad University, highlights Avimesh Sharma's exceptional teaching skills and significant contributions to the education sector in the field of Art & Design. The award underscores Avimesh Sharma's commitment to excellence in teaching and academics within the School of Design at UPES."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/mechanical/dr-prashant-shukla,"Dr. Prashant Shukla is an Assistant Professor at UPES, specializing in Machine Design and Waste Management with an M.Tech and PhD. Over 10 years, Dr. Prashant Shukla has made significant contributions, holding around 23 intellectual property rights and four patents. Dr. Prashant Shukla’s research interests include machine design, waste management technology, and automotive technologies. Dr. Prashant Shukla emphasizes project-based learning in teaching courses like Engineering Mechanics and DFMA. Recognized for excellence, Dr. Prashant Shukla mentors students in prestigious competitions, fostering innovation and research opportunities. Dr. Prashant Shukla can be contacted at pshukla@ddn.upes.ac.in."
https://www.upes.ac.in/advisory-board/sanjaya-sharma,"Sanjaya Sharma is the Founder and CEO of Recommender Labs, which specializes in AI and Machine Learning solutions. After graduating from IIM Ahmedabad in 1980, Sanjaya Sharma joined the Tata Administrative Service and worked in Indian Hotels and Tata Unisys. In 1990, Sanjaya Sharma founded Tata Interactive Systems and later Tata ClassEdge in 2010. After a 35-year career with Tata, Sanjaya Sharma established Recommender Labs in 2016, which is now part of KPMG’s Lighthouse group. Sanjaya Sharma's expertise spans over three decades in the technology sector."
https://www.upes.ac.in/faculty/school-of-computer-science/alok-jhaldiyal,"Alok Jhaldiyal is an Assistant Professor at UPES's School of Computer Science, specializing in core computer science and courses in cybersecurity and data analytics. Previously associated with IIT Bombay as a Research Associate, Alok Jhaldiyal's research focuses on remote sensing and GIS, particularly enhancing LiDAR data processing for autonomous vehicles. Alok Jhaldiyal's teaching philosophy emphasizes equipping students with fundamental knowledge and real-world applications through activities and practical sessions. Courses taught include Operating Systems, Data Communication, Python Programming, and Big Data Analytics. Contact Alok Jhaldiyal at ajhaldiyal@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-computer-science/dr-surbhi-saraswat,"Dr. Surbhi Saraswat is an Assistant Professor at the School of Computer Science at UPES, with over 5 years of experience in Big Data, conducting seminars and workshops. Dr. Surbhi completed a PhD in 2020 from IIT (BHU) Varanasi and was a Post-Doctoral Researcher at University College Cork, working on the European Union’s BRAINE Project. Dr. Surbhi's research interests include Big Data Processing, Artificial Intelligence, and IoT. Dr. Surbhi emphasizes student engagement through hands-on learning and assessments aligned with learning objectives. Dr. Surbhi has published multiple research papers and holds a granted patent."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/sustainability/suvendu-manna,"Suvendu Manna is an Assistant Professor at UPES, holding a PhD from IIT Kharagpur. His research emphasizes waste management and green energy, focusing on the repurposing of solid wastes for construction materials, nanomaterials synthesis, and affordable water filters for rural areas. Suvendu Manna has 9 years of experience in academia, supervising 7 PhD students while engaging in consultancy for Oil India Limited. His research areas include solid waste management, green energy, and environmental microbiology. Suvendu Manna has published extensively, securing several prestigious awards and grants throughout his career."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/energy/dr-atul-kumar-patidar,"Dr. Atul Kumar Patidar is a Senior Associate Professor at the School of Advanced Engineering, UPES, with over 15 years of experience in petroleum exploration and academia. His expertise includes upstream oil and gas business, basin analysis, and seismic interpretation. Dr. Patidar has published over 40 research papers and leads industry-academia collaborations to enhance R&D participation. He previously worked at Reliance Industries Limited and is involved in national hydrocarbon assessment projects. His teaching emphasizes critical thinking and integrates field-based learning experiences, covering courses in geology and petroleum engineering. Dr. Patidar has received multiple research fellowships and awards."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/dr-ashishi-puri,"Dr. Ashishi Puri is an Assistant Professor in the Department of Mathematics at the School of Advanced Engineering, UPES, starting her role in September 2023. Dr. Ashishi Puri completed her Ph.D. from the Indian Institute of Technology, Roorkee, focusing on biomedical MRI data reconstruction, machine learning, and deep neural networks. Dr. Ashishi Puri has published research in international journals and presented at the 10th International Conference on Bioinformatics Research and Applications in Barcelona, Spain, in September 2023, receiving travel grants from SERB and DORA. Dr. Ashishi Puri emphasizes a student-centered teaching philosophy that fosters engagement and critical thinking."
https://www.upes.ac.in/blog/advanced-engineering/upes-pioneering-research-excellence-in-indias-higher-education,"UPES is recognized as a leader in research and innovation within India's higher education, emphasizing financial support for academic research per the National Education Policy 2020. UPES has achieved a 370% increase in scholarly output since 2018, with a significant portion of publications involving international collaboration. Notable research initiatives include nanotechnology sensors for disease detection and wastewater reclamation projects. UPES attracts eminent faculty, including Nobel Prize nominees, to enhance educational offerings. Collaborations with global institutions and industry leaders, including Bajaj CSR, foster research excellence and innovative solutions to critical challenges."
https://www.upes.ac.in/school-of-health-sciences-and-technology/msc-health-sciences/nutrition-and-dietetics-dietetics-and-holistic-wellness,"The M.Sc. in Nutrition and Dietetics (Dietetics & Holistic Wellness) at UPES School of Health Sciences & Technology is designed to prepare students with essential skills in nutrition evaluation and tailored dietary planning. The program emphasizes preventive measures, disease management, and holistic wellness, covering nutrition science, therapeutic nutrition, and clinical training. Students participate in practical training, seminars, and internships, gaining industry exposure. Graduates can pursue careers as clinical dietitians, researchers, or in community nutrition. The program has strong placement support through collaborations with healthcare organizations, ensuring successful career prospects."
https://www.upes.ac.in/faculty/school-of-design/siddhartha-mukherjee,"Siddhartha Mukherjee is an Assistant Professor at the School of Design, UPES, with nearly a decade of experience in architecture and industrial design. Siddhartha attained a bachelor's in architecture from Dr. Babasaheb Ambedkar Marathwada University and a Master's in Industrial Design from IIT Bombay. Siddhartha's career includes roles at Godrej and Boyce, focusing on innovative security solutions. Research interests include furniture design and sustainable cooking appliances. Siddhartha's teaching philosophy promotes a collaborative teacher-student dynamic. Siddhartha co-authored works on usability in stationery and the historical journey of Dehradoon. Recognized with the HUDCO Best Practices Award in 2023, Siddhartha highlights significant contributions to architecture and design."
https://www.upes.ac.in/faculty/school-of-liberal-studies/awadh-pratap-singh,"Awadh Pratap Singh is an Assistant Professor at the School of Liberal Studies at UPES, with a Ph.D. in Mathematics from IIT Roorkee, supported by a merit-based scholarship from the MHRD. Dr. Awadh Pratap Singh specializes in Operations Research, Data Envelopment Analysis, Fuzzy Set Theory, and Nature-inspired Algorithms. Dr. Awadh Pratap Singh is actively involved in research and has published numerous papers in esteemed journals. Dr. Awadh Pratap Singh employs a student-centric teaching philosophy, emphasizing strong foundational knowledge and interactive learning. Courses taught by Dr. Awadh Pratap Singh include Real Analysis, Differential Equations, and Operations Research."
https://www.upes.ac.in/blog/liberal-studies/how-social-media-has-changed-the-way-we-consume-news,"Aditya Mukherjee discusses how social media has transformed news consumption, highlighting a decline in print media as people turn to platforms like Facebook and Twitter for news. Despite this shift, India is projected to become the world's fifth-largest newspaper market by 2026. Mukherjee raises concerns about the rise of fake news and social media's role in shaping information through algorithms and peer sharing. Surveys indicate many users receive news from social media before traditional outlets. The article emphasizes the importance of verifying sources and distinguishing opinion from fact in today's fast-paced information environment."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/mechanical/donga-ramesh-kumar,"Donga Ramesh Kumar is an Assistant Professor at the School of Advanced Engineering, UPES, with over 13 years of educational experience and one year of research experience. Donga Ramesh Kumar specializes in mechanical engineering, focusing on areas such as Solar Thermal Technologies, Concentrated Solar Power, and Computational Fluid Dynamics. Donga Ramesh Kumar employs a student-centric teaching philosophy, emphasizing real-world applications. Courses taught include Computational Fluid Dynamics and Heat Transfer Processes. Donga Ramesh Kumar has published in prestigious journals and received an all-India rank of 285 in GATE 2006. Contact Donga Ramesh Kumar at rkdonga@ddn.upes.ac.in."
https://www.upes.ac.in/professors-of-practice/tullika-jesrani,"Ms. Tullika Jesrani is the General Counsel at Kimberly-Clark (India), where Ms. Tullika Jesrani also serves as a Board Member and a member of the Country Leadership Team. With over 17 years of experience, Ms. Tullika Jesrani possesses expertise across various sectors including FMCG, Pharma, and CPG. Ms. Tullika Jesrani is responsible for overseeing legal strategy, risk management, and provides legal advice and leadership within the organization. Ms. Tullika Jesrani's role emphasizes strategic leadership and comprehensive oversight of legal aspects at Kimberly-Clark."
https://www.upes.ac.in/blog/academic-excellence/upes-achieves-record-breaking-milestones-in-research,"UPES has achieved notable milestones in research, significantly surpassing global averages with a research output growth from 0.7 papers to three papers per faculty, totaling over 1400 indexed outputs by mid-September 2022. The university features 24 faculty members in the top 2% globally, with remarkable contributions from distinguished professors. UPES nurtures a research culture through financial support, dedicated facilities, and extensive databases, while planning to recruit 1000 PhD scholars over four years. Faculty contributions include prestigious fellowships and recognition, enhancing the university's commitment to innovative, industry-aligned education and research excellence."
https://www.upes.ac.in/blog/placements/memorable-interview-moments-from-students-who-landed-lucrative-jobs,"UPES students share memorable moments from campus placement interviews that led to lucrative job offers with companies like ONGC, Schlumberger Limited, and McKinsey and Company. Notable experiences include Anjali Kukrety describing the color purple creatively, Anvesha Singh receiving feedback on her confident smile, and Aprajita Katiyar being advised on the importance of longevity in a job. Students emphasize the significance of maintaining eye contact and effectively answering unexpected questions, showcasing their adaptability and communication skills. These anecdotes reflect diverse interview dynamics and the valuable lessons learned by UPES students."
https://www.upes.ac.in/blog/health-sciences-technology/avant-garde-pharmaceutics-laboratory-at-upes-enthuses-learners,"The Avant-garde Pharmaceutics Laboratory at UPES offers students hands-on training in drug formulation across various dosage forms, including solid, semi-solid, and liquid. Equipped with advanced technology such as HPLC and UV spectrophotometers, the lab enables practical learning of key formulation processes and quality control. Students like Vaibhav Pandey and Anshuman Tripathi highlight the invaluable experience in creating dosage forms, reinforcing theoretical knowledge with practical skills. Faculty members Dr. Rajendra Awasthi, Dr. Prashant Shukla, and Dr. Gunjan Bonde provide specialized guidance in pharmaceutical formulations and drug delivery systems, preparing students for careers in the pharmaceutical industry."
https://www.upes.ac.in/school-of-liberal-studies/ba/journalism-and-mass-communication-digital,"The BA Journalism and Mass Communication (Digital) program at UPES School of Liberal Studies is a comprehensive 3+1 year course focusing on digital media. It offers specializations in Media Management, Digital Publishing, Social Media and SEO, and Data Analytics. The curriculum includes hands-on experience through internships and projects, preparing graduates for roles like digital journalists and content creators. Industry partnerships ensure strong placement opportunities with organizations like Times of India and NDTV. The program emphasizes practical learning and skills relevant to media trends, ensuring graduates are job-ready in the evolving digital landscape."
https://www.upes.ac.in/blog/advanced-engineering/5-career-options-for-aerospace-engineering-graduates,"The webpage discusses five career paths for aerospace engineering graduates, focusing on aeronautical and astronautical engineering. The demand for aerospace engineers in India's growing aerospace and defense industry is highlighted, driven by increased air travel and ISRO’s initiatives. Key job roles include aerospace engineers, flight technicians, avionics engineers, satellite researchers, and UAV pilots. The University of Petroleum and Energy Studies (UPES) offers specialized courses in aerospace engineering, emphasizing practical skills and industry collaboration. Additionally, UPES provides opportunities for further education, including Master’s degrees and PhDs, along with high placement rates and international internships."
https://www.upes.ac.in/school-of-business/mba/family-business-and-entrepreneurship-incubators-accelerators,"The MBA in Family Business and Entrepreneurship with a specialization in Incubators and Accelerators at UPES School of Business equips students with essential business management skills and incubation strategies. The curriculum includes core courses in finance, marketing, and operations, alongside specialized topics like startup evaluation and funding strategies. Practical learning through internships, field visits, and networking with industry experts is emphasized. Graduates are prepared for careers as incubator managers, venture capitalists, or entrepreneurs, contributing to India's entrepreneurial ecosystem. The program ensures strong placement opportunities with established incubators and accelerators, enhancing career prospects."
https://www.upes.ac.in/sustainable-development-goals/05,"The webpage details Sustainable Development Goal 5, focusing on gender equality as a crucial human right for achieving broader development goals. The goal aims to eliminate discrimination and violence based on gender, ensure equal access to education and healthcare, and promote equal participation in decision-making. Key initiatives by UPES include the Shakti program for women's leadership, Project Swavalamban for empowering female housekeeping staff through training, and offering scholarships to encourage girl students' enrollment. These projects collectively enhance women's economic opportunities, support gender-responsive policies, and foster a more inclusive environment at UPES."
https://www.upes.ac.in/blog/academic-excellence/7-ways-how-students-benefit-from-conducting-research-at-university,"The webpage by the UPES Editorial Team highlights seven significant benefits of conducting research at university. Students gain a deeper understanding of subjects, enhance their problem-solving and critical thinking skills, and open new career opportunities. Research fosters creativity, keeps students updated on current events, and increases credibility by encouraging the examination of diverse viewpoints. Additionally, research enhances comprehension and decision-making abilities, equipping students with essential skills for their future. Overall, engaging in research is crucial for personal and academic development in today's knowledge-driven landscape."
https://www.upes.ac.in/academics,"UPES offers a wide range of academic programs across seven schools, including Engineering, Business, Law, Health Sciences, and Design. Programs include undergraduate, postgraduate, integrated degrees, and PhDs, with over 200 specializations available. UPES provides modern infrastructure, academic and industry alliances, and scholarships for meritorious and economically disadvantaged students. The university emphasizes a dynamic learning environment, encouraging personalized degree options through core degrees, specializations, and minors. Interested individuals can explore admissions, current programs, and campus life at the UPES website."
https://www.upes.ac.in/student-projects/supriya-singh-vats-devansh-goel-and-tanya-rastogi,"Supriya Singh Vats, Devansh Goel, and Tanya Rastogi presented the Afrikiko Cafe project at UPES, designed to celebrate African culture through a unique cafe experience. The project features traditional African motifs, textiles, and art, creating an inviting atmosphere while offering a diverse menu inspired by various African cuisines. Emphasizing sustainability, the design incorporates local materials and aims to promote African cuisine. The project is guided by Mentor Siddhartha Mukherjee, Assistant Professor at UPES."
https://www.upes.ac.in/faculty-achievements/dr-kanchan-deoli-bahukhandi,"Dr. Kanchan Deoli Bahukhandi received recognition from the Uttarakhand State Council of Science and Technology for outstanding contributions in education and research on International Women’s Day. Dr. Kanchan Deoli Bahukhandi was awarded for a paper titled ‘Environmental impacts of funeral pyre ceremony: Scenario in Uttarakhand, India’ during the 2nd International Conference i-Converge 2022, where Dr. Kanchan Deoli Bahukhandi received a ‘Special mention award’ in the ‘Design and Society’ category. Dr. Kanchan Deoli Bahukhandi is associated with the School of Advanced Engineering at UPES."
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/electronics-and-computer-engineering-e-vehicle-and-industrial-drives,"The B.Tech. Electronics and Computer Engineering (E-Vehicle and Industrial Drives) program at UPES School of Advanced Engineering equips students with essential electronics and computer engineering skills, focusing on electric vehicles and industrial drives. The curriculum includes foundational and advanced topics, practical experiences, and industry-oriented projects. Graduates are prepared for careers as Electrical Machine Engineers, E-Vehicle Design Engineers, and Software Engineers, with promising placement records in automotive and industrial sectors. Eligibility requires at least 50% in Classes X and XII with Physics, Chemistry, and Mathematics. Admission is based on performance in UPESEAT, JEE, or other exams."
https://www.upes.ac.in/advisory-board/darshan-gandhi,"Darshan Gandhi serves as the Global Head of Design at Godrej Customer Products Limited and is a member of the Advisory Board for the School of Design at UPES. With a commitment to inclusive design principles, Darshan Gandhi has transformed brands like Expert and Cinthol through innovative design thinking since joining Godrej in 2006. She founded the GCPLDesignLab, which has received accolades such as India's Best Design Studio Award in 2017 and Best Product Design Award in 2019. Darshan Gandhi holds a postgraduate degree from the National Institute of Design and completed the General Management Programme at Harvard Business School."
https://www.upes.ac.in/faculty/school-of-computer-science/goutam-datta,"Goutam Datta is an Assistant Professor at the School of Computer Science, UPES, pursuing a Ph.D. from Banasthali Vidyapith. He holds an M.Tech. and a B.E. in Computer Science and Engineering, along with a Diploma in Industrial Electronics. Goutam Datta specializes in Natural Language Processing, Machine Learning, and Deep Learning. With over 20 years of teaching and industry experience, Goutam Datta has authored around 20 research papers and filed multiple patents. Goutam Datta's teaching philosophy emphasizes conceptual understanding, problem-solving, and project-based learning, preparing students for real-world challenges."
https://www.upes.ac.in/faculty/school-of-computer-science/shahina-anwarul,"Shahina Anwarul is an Assistant Professor (Selection Grade) at the School of Computer Science, UPES, Dehradun, with an M.Tech in Information Security from NIT Allahabad and a B.Tech in Computer Science and Engineering from Uttar Pradesh Technical University. Shahina has over 7 years of experience in teaching and research, specializing in Deep Learning, Image Processing, Computer Vision, and Information Security. Shahina has received several awards, including the Best Faculty Award for 2022 and has published multiple research papers in prominent journals. Shahina Anwarul is currently pursuing a PhD at UPES."
https://www.upes.ac.in/student-projects/deon-joseph-kurian,"Deon Joseph Kurian, a B.Des. student specializing in Interior & Retail Space Design from UPES, completed a project focusing on a novel retail concept for The Indian Avatar, a traditional clothing brand with over 50 stores in India. The project aims to enhance the brand's shopping experience for contemporary professional women while honoring Indian heritage. Additionally, Deon Joseph Kurian proposed establishing a care center for children with autism spectrum disorder near Pondha Village, utilizing shipping containers for a holistic support environment. This initiative sets the groundwork for future expansion of The Indian Avatar brand."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/dr-sravendra-rana,"Dr. Sravendra Rana is a Professor at the School of Advanced Engineering, UPES, with over 16 years of experience specializing in advanced functional materials, self-healing materials, smart materials, and 3D printing. Dr. Rana has published over 70 international papers with more than 5100 citations. Responsibilities include leading research funded by organizations such as the Science and Engineering Research Board and mentoring students. Courses taught by Dr. Rana include polymer science and thermodynamics. He has received multiple awards and grants, including the UPES Best Researcher Award in 2019 and 2020, and engages in collaborative international research efforts."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/energy/dr-prathibha-pillai,"Dr. Prathibha Pillai is an Assistant Professor at the School of Advanced Engineering, UPES, specializing in Petroleum Engineering. Dr. Pillai obtained a B Tech from Dibrugarh University and an M Tech and PhD from IIT (ISM) Dhanbad, focusing on Enhanced Oil Recovery. Dr. Pillai has extensive research experience in Reservoir Engineering and has published numerous articles. Dr. Pillai's teaching philosophy emphasizes curiosity and hands-on learning. Courses taught include Drilling Engineering and Offshore Operations. Dr. Pillai received the ACS Energy & Fuels ""Top 25 most cited article of 2019"" award and has expertise in diverse topics like Nanotechnology and Carbon Sequestration. Contact Dr. Pillai at prathibha.pillai@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/mechanical/dr-varun-pratap-singh,"Dr. Varun Pratap Singh is an Assistant Professor at the School of Advanced Engineering, UPES, Dehradun, India, specializing in solar thermal energy research. Dr. Singh has over 12 years of teaching experience and has coordinated various academic and research initiatives. With a strong background in renewable energy, Dr. Singh's research interests include solar thermal energy systems, green hydrogen, and carbon capture. Dr. Singh utilizes various educational platforms for effective teaching and has made over 30 research publications. Dr. Singh also developed COVID-19 response technologies during the pandemic. Contact: varunpratap.singh@ddn.upes.ac.in."
https://www.upes.ac.in/advisory-board/vandana-bhandari,"Vandana Bhandari is an Advisory Board Member at the School of Design, UPES, with over 35 years of experience in academia. Dr. Bhandari has served as Dean Academics at the National Institute of Fashion Technology (NIFT) and is involved with the Delhi Craft Council and the Textile Society of America. An accomplished author, Dr. Bhandari has published works on fashion and textiles and has developed curricula and professional design projects. Dr. Bhandari coordinated the national craft project ‘USTTAD’ to sustain livelihoods and craft heritage in India, fostering connections between designers and artisans."
https://www.upes.ac.in/faculty/school-of-business/dr-anup-kumar-yadava,"Dr. Anup Kumar Yadava serves as an Assistant Professor at the School of Business, UPES, specializing in agricultural economics and public finance. Dr. Yadava holds a PhD in economics and focuses on applied econometrics and productivity analysis. Previously, Dr. Yadava was at IMS Unison University and has experience teaching business and public economics. Dr. Yadava's research interests include public finance, environmental economics, and agricultural economics, with publications in peer-reviewed journals. Dr. Yadava has received national fellowships from UGC and ICSSR, actively contributes to scholarly peer-reviewing, and can be contacted via email at anupk.yadava@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-law/shruti-chaturvedi,"Shruti Chaturvedi is an Assistant Professor of Law at UPES, Dehradun, with a rich academic background, including a gold medal from Gujarat National Law University and research experience at Maharashtra National Law University. Ms. Shruti Chaturvedi specializes in Taxation Law, Constitutional Law, and Public International Law, and has taught various law courses. She has published works in esteemed journals and co-edited books on Constitutional and Public International Laws. Ms. Shruti Chaturvedi's teaching philosophy emphasizes fostering reasoning abilities and empathy in students to prepare them for building a better society. Contact Ms. Shruti Chaturvedi at shruti.chaturvedi@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-business/dr-t-bangar-raju,"Dr. T. Bangar Raju is a Professor at the School of Business, UPES, specializing in transportation management. With over 20 years of experience in academia and industry, Dr. T. Bangar Raju's research focuses on time series analysis, dynamic pricing, and risks in shipping, aviation, and energy trade. Dr. T. Bangar Raju emphasizes critical and creative thinking in education. Courses taught include dynamic pricing, airline revenue management, and operations management. Dr. T. Bangar Raju has received accolades such as the maritime excellence award and oversees post-doctoral research on social equity and regional connectivity. Contact via tbraju@ddn.upes.ac.in."
https://www.upes.ac.in/faculty/school-of-law/shatakshi-johri,"Shatakshi Johri is an Assistant Professor at the School of Law, UPES, with a dual degree in arts and law (B.A. LL.B.) from Nirma University and a specialization in Business Laws from NLSIU, Bangalore. Currently pursuing her doctorate at WBNUJS, Kolkata, Shatakshi specializes in competition law, technology law, intellectual property, international law, and constitutional law. She has authored “Lectures on Constitutional Law” and has experience in corporate law as an advocate. Shatakshi emphasizes innovative teaching methods and leads the Technolawgy Society and the University’s Metaverse Project. Her research interests include Business Laws and Artificial Intelligence."
